"Num_Acc","an","mois","jour","hrmn","lum","agg","int","atm","col","com","adr","gps","lat","long","dep","Jour_semaine","temper","humid","precipit","h_neige"
2.01e+11,6,8,30,2040,2,2,1,1,7,232,"SOLOGNE (AVENUE DE)","",NA,"",450,"Mercredi",288.0375,78.25,0.05,0
2.01e+11,6,8,31,715,2,2,1,1,1,234,"ZAY (AVENUE JEAN ZAY)","",NA,"",450,"Jeudi",289.375,71.75,0,0
2.01e+11,6,9,12,1430,1,1,1,1,3,82,"e le CD 952 et le CD 962","M","47.866","2.254",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,16,2200,3,1,1,1,6,146,"lieu-dit Les Fontaines","M","0","0",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,24,1200,1,1,1,3,1,204,"PK 9+600","M","0","0",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,15,1130,1,1,1,2,7,240,"","M","48.236","2.098",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,20,830,1,2,1,5,5,25,"","M","48.166","2.066",450,"Mercredi",285.94375,77.625,0,0
2.01e+11,6,9,28,915,1,1,1,1,5,289,"","M","48.04","1.978",450,"Jeudi",285.94375,77.625,0,0
2.01e+11,6,9,6,1715,1,2,2,1,3,155,"Rue Creuse","M","0","0",450,"Mercredi",285.94375,77.625,0,0
2.01e+11,6,9,26,1130,1,1,1,1,3,60,"","M","47.755","2.74",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,4,1145,1,2,1,1,1,315,"02 BD DU CHAMP DE FOIRE","M","0","0",450,"Lundi",285.94375,77.625,0,0
2.01e+11,6,9,20,1810,1,1,1,1,3,178,"950 lieu dit Marconville","M","0","0",450,"Mercredi",285.94375,77.625,0,0
2.01e+11,6,9,10,230,3,1,1,1,6,212,"","M","47.925","2.792",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,15,1415,1,1,1,2,1,145,"Route de BRANSLES","M","0","0",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,23,615,3,1,9,2,6,148,"","M","48.05","2.76",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,9,15,3,1,1,1,7,310,"","M","48.306","2.201",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,13,2145,3,1,1,2,7,192,"","M","48.238","2.376",450,"Mercredi",285.94375,77.625,0,0
2.01e+11,6,9,8,1615,1,1,1,1,2,154,"PK 90+436","M","0","0",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,24,2145,3,1,1,8,6,232,"A71 au PK 105 + 400","M","0","0",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,24,1730,1,1,1,2,7,344,"+600 sens Province Paris","M","0","0",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,1,1350,1,1,1,1,6,193,"CD 108  - PK 10+200","M","0","0",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,1,1700,1,1,3,1,1,234,"VOIE (VENELLE DE LA)","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,2,1810,1,2,1,1,2,234,"40, MARTIN (BOULEVARD AL","",NA,"",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,2,1714,1,2,1,1,5,234,"04, FORT DES TOURELLES (","",NA,"",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,4,1810,1,2,1,1,7,234,"07, TULIPES (RUE DES)","",NA,"",450,"Lundi",285.94375,77.625,0,0
2.01e+11,6,9,5,1400,1,2,3,1,6,286,"01, DE GAULLE (RUE DU GE","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,5,820,1,2,1,1,5,234,"DROITS DE L'HOMME (AVENU","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,5,1555,1,1,1,1,6,232,"SOLOGNE (AVENUE DE)","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,7,1355,1,2,1,1,3,234,"16, BARENTIN (QUAI)","",NA,"",450,"Jeudi",285.94375,77.625,0,0
2.01e+11,6,9,8,1650,1,2,1,1,1,234,"22, CHATELET (QUAI DU)","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,9,2045,2,2,1,1,2,234,"105, FAUBOURG MADELEINE","",NA,"",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,10,1915,1,2,2,1,3,234,"43, DROITS DE L'HOMME (A","",NA,"",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,11,1800,1,1,1,1,7,302,"CHARTRES (ANCIENNE ROUTE","",NA,"",450,"Lundi",285.94375,77.625,0,0
2.01e+11,6,9,12,340,5,2,7,1,3,234,"ZAY (AVENUE JEAN ZAY)","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,15,1250,1,2,3,3,2,147,"93, CUREMBOURG (RUE DE C","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,16,1440,1,2,1,1,2,274,"SANDILLON  (ROUTE DE)","",NA,"",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,15,2345,5,2,2,1,3,308,"BARROIS (RUE)","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,20,1305,1,2,1,1,7,285,"37, ROCHE AUX FEES (RUE","",NA,"",450,"Mercredi",285.94375,77.625,0,0
2.01e+11,6,9,21,2125,5,2,6,1,7,235,"157, MANS  (ANCIENNE ROU","",NA,"",450,"Jeudi",285.94375,77.625,0,0
2.01e+11,6,9,21,740,1,1,1,1,6,232,"ARDON (ROUTE D')","",NA,"",450,"Jeudi",285.94375,77.625,0,0
2.01e+11,6,9,24,520,5,2,6,2,7,75,"ORLEANS (ROUTE D'ORLEANS","",NA,"",450,"Dimanche",285.94375,77.625,0,0
2.01e+11,6,9,23,120,5,1,1,1,6,298,"DEFFIE (RUE GASTON)","",NA,"",450,"Samedi",285.94375,77.625,0,0
2.01e+11,6,9,22,1400,1,2,1,1,4,234,"face au 03, QUEBEC (BOUL","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,9,26,1915,2,2,3,1,3,284,"STUART (BOULEVARD MARIE)","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,26,1045,1,2,1,1,3,232,"1160, BERGERESSE (RUE DE","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,26,1320,1,2,6,1,3,232,"HUGO (AVENUE VICTOR)","",NA,"",450,"Mardi",285.94375,77.625,0,0
2.01e+11,6,9,28,717,2,1,3,1,6,234,"OLIVET (ROUTE D'OLIVET)","",NA,"",450,"Jeudi",285.94375,77.625,0,0
2.01e+11,6,9,29,2110,5,2,1,1,6,232,"SOLOGNE (AVENUE DE)","",NA,"",450,"Vendredi",285.94375,77.625,0,0
2.01e+11,6,10,10,1645,1,2,9,1,6,248,"Boulevard de Verdun","M","0","0",450,"Mardi",289.3,83.375,0.05,0
2.01e+11,6,10,27,225,3,1,1,1,1,82,"eu-dit ""La Charbonnière""","M","0","0",450,"Vendredi",290.775,84.875,0.025,0
2.01e+11,6,10,3,1250,1,1,1,3,1,203,"Zône Sinergie","M","0","0",450,"Mardi",286.3125,96.25,7.5,0
2.01e+11,6,10,8,2045,3,1,1,1,7,231,"","M","48.151","1.992",450,"Dimanche",284.7125,85.75,0,0
2.01e+11,6,10,12,1700,1,2,1,1,6,195,"32 route de courcy 45300","M","48.101","2.192",450,"Jeudi",287.525,93,0.125,0
2.01e+11,6,10,25,1315,1,1,1,1,1,47,"","M","48.119","2.256",450,"Mercredi",288.7875,78.875,0,0
2.01e+11,6,10,3,1630,1,2,1,3,1,155,"rue du 32ème RI","M","0","0",450,"Mardi",286.3125,96.25,7.5,0
2.01e+11,6,10,29,850,1,2,6,2,6,155,"Déviation D940","M","0","0",450,"Dimanche",287.95,90.375,0.025,0
2.01e+11,6,10,11,1730,1,2,1,1,6,244,"route de sully","M","0","0",450,"Mercredi",288.475,90.5,0.275,0
2.01e+11,6,10,13,1930,5,2,1,1,6,315,"faubourg ST GERMAIN","M","0","0",450,"Vendredi",288.075,88.375,0,0
2.01e+11,6,10,19,1345,1,2,1,2,3,51,"CD952","M","0","0",450,"Jeudi",288.775,84.375,0.675,0
2.01e+11,6,10,9,745,2,1,1,1,7,92,"N60","M","0","0",450,"Lundi",286.9875,86.25,0.025,0
2.01e+11,6,10,15,1930,3,1,1,8,7,145,"Route du Bignon","M","48.13","2.81",450,"Dimanche",286.95,92,0,0
2.01e+11,6,10,22,1115,1,2,1,1,3,145,"rue du perrocher","M","48.113","2.79",450,"Dimanche",289.5625,82.25,0.025,0
2.01e+11,6,10,4,1325,1,2,2,1,1,191,"Route de SERMAISES","M","0","0",450,"Mercredi",285.45,88.375,0.025,0
2.01e+11,6,10,19,1415,1,2,2,1,3,252,"RN 152","M","0","0",450,"Jeudi",288.775,84.375,0.675,0
2.01e+11,6,10,27,2300,3,1,2,1,3,137,"ntersection RN 152/CD833","M","0","0",450,"Vendredi",290.775,84.875,0.025,0
2.01e+11,6,10,12,1028,1,1,1,1,7,8,"78, sens PROVINCE/PARIS","M","0","0",450,"Jeudi",287.525,93,0.125,0
2.01e+11,6,10,22,1145,1,1,1,1,5,169,"A10 PK95+800","M","0","0",450,"Dimanche",289.5625,82.25,0.025,0
2.01e+11,6,10,11,2115,5,2,1,1,6,123,"10 rue du chateau d'eau","M","0","0",450,"Mercredi",288.475,90.5,0.275,0
2.01e+11,6,10,7,2158,5,2,3,1,3,208,"JAURES (RUE JEAN)","",NA,"",450,"Samedi",286.3375,84,1.15,0
2.01e+11,6,10,2,1840,1,2,6,1,3,75,"POMPIDOU (AVENUE GEORGES","",NA,"",450,"Lundi",289.05,87.75,0.575,0
2.01e+11,6,10,1,325,5,1,1,1,7,302,"ROUTE NATIONALE 20","",NA,"",450,"Dimanche",290.0625,88.375,0.1,0
2.01e+11,6,10,2,635,5,1,1,1,3,235,"CHATAIGNIERS (RUE DES)","",NA,"",450,"Lundi",289.05,87.75,0.575,0
2.01e+11,6,10,2,1220,1,2,1,3,5,147,"286, DESSAUX (RUE ANDRE","",NA,"",450,"Lundi",289.05,87.75,0.575,0
2.01e+11,6,10,3,1350,1,2,3,2,3,234,"09, MOUILLERE (RUE DE LA","",NA,"",450,"Mardi",286.3125,96.25,7.5,0
2.01e+11,6,10,3,1450,1,2,1,3,4,234,"27 BIS, STUART (BOULEVAR","",NA,"",450,"Mardi",286.3125,96.25,7.5,0
2.01e+11,6,10,4,320,5,2,1,8,6,147,"HUGO (RUE VICTOR HUGO)","",NA,"",450,"Mercredi",285.45,88.375,0.025,0
2.01e+11,6,10,5,725,2,2,3,1,6,234,"45, SAINT JEAN (FAUBOURG","",NA,"",450,"Jeudi",286.1125,87.375,0.05,0
2.01e+11,6,10,5,745,1,1,1,1,2,169,"08, LAVOISIER (RUE)","",NA,"",450,"Jeudi",286.1125,87.375,0.05,0
2.01e+11,6,10,5,2000,5,2,2,1,1,308,"BIGNON (RUE DU)","",NA,"",450,"Jeudi",286.1125,87.375,0.05,0
2.01e+11,6,10,9,1815,1,2,3,1,3,286,"121, SANDILLON (ROUTE DE","",NA,"",450,"Lundi",286.9875,86.25,0.025,0
2.01e+11,6,10,11,50,5,2,1,1,3,234,"5QUATER, ROCHEPLATTE (BO","",NA,"",450,"Mercredi",288.475,90.5,0.275,0
2.01e+11,6,10,11,1605,1,1,9,1,2,75,"25, ORLEANS (ROUTE D'ORL","",NA,"",450,"Mercredi",288.475,90.5,0.275,0
2.01e+11,6,10,11,1835,2,1,3,2,3,284,"BECQUEREL (RUE HENRI)","",NA,"",450,"Mercredi",288.475,90.5,0.275,0
2.01e+11,6,10,13,1100,1,2,1,1,6,234,"15, PARISIE (RUE)","",NA,"",450,"Vendredi",288.075,88.375,0,0
2.01e+11,6,10,16,2036,5,2,1,1,6,147,"140, BERTHELOT (RUE MARC","",NA,"",450,"Lundi",288.1625,83.875,0.05,0
2.01e+11,6,10,16,1330,1,2,2,1,3,234,"116, FAUBOURG BANNIER (R","",NA,"",450,"Lundi",288.1625,83.875,0.05,0
2.01e+11,6,10,19,1730,1,2,1,1,6,234,"LIBERATION (AVENUE DE LA","",NA,"",450,"Jeudi",288.775,84.375,0.675,0
2.01e+11,6,10,19,730,2,2,1,1,5,286,"GALLOUX (AVENUE GASTON)","",NA,"",450,"Jeudi",288.775,84.375,0.675,0
2.01e+11,6,10,20,900,1,2,2,2,3,302,"SABLONNIERES (RUE DES)","",NA,"",450,"Vendredi",287.2875,93.125,0.675,0
2.01e+11,6,10,20,2009,5,2,2,1,3,285,"72, CHAINGY (CHEMIN DE)","",NA,"",450,"Vendredi",287.2875,93.125,0.675,0
2.01e+11,6,10,20,1838,2,1,1,2,2,308,"RN 60","",NA,"",450,"Vendredi",287.2875,93.125,0.675,0
2.01e+11,6,10,21,2055,3,2,1,1,6,234,"SECRETAIN (AVENUE ROGER)","",NA,"",450,"Samedi",287.25,91.125,1.15,0
2.01e+11,6,10,21,2230,5,2,1,1,2,302,"1181, ORME AU COIN (RUE","",NA,"",450,"Samedi",287.25,91.125,1.15,0
2.01e+11,6,10,22,2105,5,2,1,2,3,234,"LAMARTINE (BOULEVARD)","",NA,"",450,"Dimanche",289.5625,82.25,0.025,0
2.01e+11,6,10,24,1835,2,2,1,1,6,234,"JAURES (BOULEVARD JEAN )","",NA,"",450,"Mardi",287.7375,75.125,0.25,0
2.01e+11,6,10,26,1600,1,2,1,1,3,234,"face au 02, AVISSE (RUE","",NA,"",450,"Jeudi",290.775,79.625,0.25,0
2.01e+11,6,10,26,2015,5,2,3,1,5,284,"117, SOULAS (AVENUE LOUI","",NA,"",450,"Jeudi",290.775,79.625,0.25,0
2.01e+11,6,10,22,20,5,2,1,1,7,234,"326, FAUBOURG BANNIER (R","",NA,"",450,"Dimanche",289.5625,82.25,0.025,0
2.01e+11,6,10,27,2125,5,2,1,1,2,234,"hauteur 16, DROITS DE L'","",NA,"",450,"Vendredi",290.775,84.875,0.025,0
2.01e+11,6,10,28,1615,1,1,1,1,2,302,"57, ROUTE NATIONALE 20","",NA,"",450,"Samedi",287.7875,92.875,0.025,0
2.01e+11,6,10,29,540,5,2,1,1,6,234,"SECRETAIN (AVENUE ROGER)","",NA,"",450,"Dimanche",287.95,90.375,0.025,0
2.01e+11,6,10,30,2020,5,2,2,5,1,234,"PARIS (AVENUE DE)","",NA,"",450,"Lundi",286.775,88.75,0.025,0
2.01e+11,6,10,31,1620,1,2,6,1,3,302,"CHIMOUTONS (RUE DES)","",NA,"",450,"Mardi",283.6375,93,0.025,0
2.01e+11,6,11,11,50,5,2,1,1,6,208,"38, JAURES (RUE JEAN)","",NA,"",450,"Samedi",281.6125,95.625,0.175,0
2.01e+11,6,11,16,830,1,2,1,1,6,208,"KENNEDY (RUE J.F)","",NA,"",450,"Jeudi",287.9,71.375,0.125,0
2.01e+11,6,11,2,1725,5,2,1,1,3,234,"291ter, FAUBOURG BANNIER","",NA,"",450,"Jeudi",278.5375,73.75,0,0
2.01e+11,6,11,4,1600,1,2,1,1,3,147,"05, DESSAUX (RUE ANDRE D","",NA,"",450,"Samedi",278.6125,76.125,0,0
2.01e+11,6,11,5,110,5,2,1,1,2,147,"81, DESSAUX (RUE ANDRE D","",NA,"",450,"Dimanche",278.025,83.375,0,0
2.01e+11,6,11,5,1330,1,2,2,1,3,169,"NATIONALE (ROUTE )","",NA,"",450,"Dimanche",278.025,83.375,0,0
2.01e+11,6,11,6,1730,5,2,2,1,2,235,"157, NATIONALE  (RUE)","",NA,"",450,"Lundi",277.7625,86,0,0
2.01e+11,6,11,7,835,1,2,1,5,6,285,"face au 03, LENORMAND (R","",NA,"",450,"Mardi",279,85.125,0,0
2.01e+11,6,11,6,740,1,2,1,1,3,234,"10/12, HAUTS CHAMPS (RUE","",NA,"",450,"Lundi",277.7625,86,0,0
2.01e+11,6,11,12,1500,1,1,3,2,6,302,"ROUTE NATIONALE 20","",NA,"",450,"Dimanche",284.1375,88.25,0.125,0
2.01e+11,6,11,12,845,1,2,1,1,2,234,"10, DAUPHINE (AVENUE)","",NA,"",450,"Dimanche",284.1375,88.25,0.125,0
2.01e+11,6,11,14,800,1,2,3,2,3,286,"19, SANDILLON (ROUTE DE)","",NA,"",450,"Mardi",285.3375,90.625,0.025,0
2.01e+11,6,11,15,930,1,2,2,1,3,169,"CHAMPS (RUE DES BAS)","",NA,"",450,"Mercredi",283.925,85.25,0.025,0
2.01e+11,6,11,17,835,1,2,1,1,3,234,"14, DROITS DE L'HOMME (A","",NA,"",450,"Vendredi",283.8875,87.25,0.75,0
2.01e+11,6,11,16,1820,2,2,3,2,3,286,"1, CREUSE (RUE)","",NA,"",450,"Jeudi",287.9,71.375,0.125,0
2.01e+11,6,11,20,750,2,2,2,1,3,235,"VARENNES (RU DES)","",NA,"",450,"Lundi",280.05,91.375,0.3,0
2.01e+11,6,11,20,2050,2,1,1,2,6,232,"SOLOGNE (AVENUE DE)","",NA,"",450,"Lundi",280.05,91.375,0.3,0
2.01e+11,6,11,21,1825,5,1,1,3,3,286,"GALLOUX (AVENUE GASTON)","",NA,"",450,"Mardi",283.3875,89,0.9,0
2.01e+11,6,11,22,1945,5,2,1,3,6,234,"03, QUEBEC (BOULEVARD DE","",NA,"",450,"Mercredi",279.15,95.125,0.25,0
2.01e+11,6,11,22,1200,1,2,3,2,3,284,"137, FAUBOURG DE BOURGOG","",NA,"",450,"Mercredi",279.15,95.125,0.25,0
2.01e+11,6,11,22,1315,1,2,1,2,6,234,"9, JOLIOT CURIE  (RUE PI","",NA,"",450,"Mercredi",279.15,95.125,0.25,0
2.01e+11,6,11,23,2145,5,2,1,2,2,234,"SECRETAIN (AVENUE ROGER)","",NA,"",450,"Jeudi",286.575,88.25,0.225,0
2.01e+11,6,11,23,820,1,2,3,2,3,234,"STUART (BOULEVARD MARIE)","",NA,"",450,"Jeudi",286.575,88.25,0.225,0
2.01e+11,6,11,24,330,5,1,1,1,7,234,"SOLOGNE (AVENUE DE)","",NA,"",450,"Vendredi",285.1375,89,1.3,0
2.01e+11,6,11,24,800,2,2,1,3,7,234,"43, STUART (BOULEVARD MA","",NA,"",450,"Vendredi",285.1375,89,1.3,0
2.01e+11,6,11,25,1020,1,2,2,8,1,169,"NATIONALE (ROUTE )","",NA,"",450,"Samedi",287.65,78,0.575,0
2.01e+11,6,11,25,1300,1,2,3,2,3,284,"88, FREDEVILLE (RUE DE)","",NA,"",450,"Samedi",287.65,78,0.575,0
2.01e+11,6,11,26,1925,5,2,3,1,3,286,"23, PAVE ROMAIN (RUE DU)","",NA,"",450,"Dimanche",284.175,93.625,0.45,0
2.01e+11,6,11,27,1310,1,2,1,1,2,284,"2, PASCAL (RUE BLAISE)","",NA,"",450,"Lundi",285.25,89.125,1.625,0
2.01e+11,6,11,28,817,1,2,2,1,3,302,"132, SAND (RUE GEORGE)","",NA,"",450,"Mardi",283.3125,93.25,1.15,0
2.01e+11,6,11,28,1720,5,2,1,2,2,234,"16, FAUBOURG BANNIER (RU","",NA,"",450,"Mardi",283.3125,93.25,1.15,0
2.01e+11,6,11,29,750,1,2,1,1,3,285,"CHAINGY (CHEMIN DE)","",NA,"",450,"Mercredi",279.95,96.625,0.025,0
2.01e+11,6,11,30,655,5,2,2,9,3,234,"11, BELNEUF (RUE DU)","",NA,"",450,"Jeudi",278.4875,95.5,0,0
2.01e+11,6,11,30,1210,1,2,2,1,4,298,"DEFFIE (RUE GASTON)","",NA,"",450,"Jeudi",278.4875,95.5,0,0
2.01e+11,6,11,27,750,2,2,1,1,6,234,"BOLIERE (RUE DE LA)","",NA,"",450,"Lundi",285.25,89.125,1.625,0
2.01e+11,6,11,30,1530,1,2,2,8,3,232,"LABARRE (RUE PAULIN)","",NA,"",450,"Jeudi",278.4875,95.5,0,0
2.01e+11,6,11,16,630,3,1,1,1,5,46,"","M","47.976","1.774",450,"Jeudi",287.9,71.375,0.125,0
2.01e+11,6,11,22,1900,5,1,1,8,6,248,"","M","48.055","1.704",450,"Mercredi",279.15,95.125,0.25,0
2.01e+11,6,11,14,1625,1,1,1,2,7,101,"ntale 9, route des Loges","M","0","0",450,"Mardi",285.3375,90.625,0.025,0
2.01e+11,6,11,17,1540,1,1,1,1,7,346,"mentale 11, route de Fay","M","0","0",450,"Vendredi",283.8875,87.25,0.75,0
2.01e+11,6,11,2,1315,1,2,1,1,3,98,"Route de Mezières","M","47.829","1.761",450,"Jeudi",278.5375,73.75,0,0
2.01e+11,6,11,19,925,1,1,1,2,6,96,"a noue des grands Aulnes","M","0","0",450,"Dimanche",281.75,90.625,0.325,0
2.01e+11,6,11,21,950,1,1,1,1,7,108,"CD 156","M","0","0",450,"Mardi",283.3875,89,0.9,0
2.01e+11,6,11,26,645,3,1,1,2,7,254,"t ""La Vallée""- PK 14+600","M","0","0",450,"Dimanche",284.175,93.625,0.45,0
2.01e+11,6,11,7,1430,1,1,1,1,3,53,"","M","47.623","2.753",450,"Mardi",279,85.125,0,0
2.01e+11,6,11,15,1930,3,1,1,2,6,245,"","M","47.697","2.792",450,"Mercredi",283.925,85.25,0.025,0
2.01e+11,6,11,21,1345,1,2,1,1,5,42,"CD 952","M","0","0",450,"Mardi",283.3875,89,0.9,0
2.01e+11,6,11,2,1800,3,1,1,1,1,115,"lieu dit ""les Mallets""","M","0","0",450,"Jeudi",278.5375,73.75,0,0
2.01e+11,6,11,3,1830,5,2,1,1,6,329,"5 rue de la dame blanche","M","47.943","2.986",450,"Vendredi",277.4625,79.5,0,0
2.01e+11,6,11,13,1630,2,1,3,2,3,211,"LES PENNETIERES","M","47.981","3.075",450,"Lundi",283.625,90.625,0.05,0
2.01e+11,6,11,19,945,1,1,1,2,3,73,"","M","48.046","2.983",450,"Dimanche",281.75,90.625,0.325,0
2.01e+11,6,11,16,2300,5,2,2,2,1,127,"rue Victor Jugo","M","0","0",450,"Jeudi",287.9,71.375,0.125,0
2.01e+11,6,11,29,1130,1,2,1,1,6,252,"rue Louis Robert","M","0","0",450,"Mercredi",279.95,96.625,0.025,0
2.01e+11,6,11,14,1700,2,1,1,1,6,54,"","M","48.231","2.426",450,"Mardi",285.3375,90.625,0.025,0
2.01e+11,6,11,23,930,1,1,1,2,6,169,"","M","47.91","1.84",450,"Jeudi",286.575,88.25,0.225,0
2.01e+11,6,11,29,1030,1,1,1,5,6,193,"CD 108 - lieu dit","M","0","0",450,"Mercredi",279.95,96.625,0.025,0
2.01e+11,6,12,15,2045,3,1,1,1,2,281,"aris point kilomètrique","M","0","0",450,"Vendredi",275.825,91,0,0
2.01e+11,6,12,14,900,1,2,1,1,6,248,"rue de la gare","M","48.053","1.698",450,"Jeudi",275.4375,97.625,0,0
2.01e+11,6,12,19,715,3,1,1,9,1,313,"PK5 + 300","M","0","0",450,"Mardi",274.9125,79.25,0,0
2.01e+11,6,12,29,2115,5,2,1,1,3,82,"Boulevard de verdun","M","0","0",450,"Vendredi",273.65,88.25,0,0
2.01e+11,6,12,20,900,1,2,1,1,1,89,"rue des plantes","M","47.892","2.032",450,"Mercredi",273.9375,73.5,0,0
2.01e+11,6,12,2,1800,3,1,1,2,7,204,"PK 8","M","0","0",450,"Samedi",282.5125,87.125,0,0
2.01e+11,6,12,14,1715,5,2,1,1,1,146,"Rue de la Libération","M","47.72","1.948",450,"Jeudi",275.4375,97.625,0,0
2.01e+11,6,12,22,2115,3,1,1,1,1,146,"RN20","M","47.707","1.947",450,"Vendredi",274.5,86.625,0,0
2.01e+11,6,12,5,1345,1,1,1,9,6,144,"","M","47.828","2.155",450,"Mardi",287.2625,81.125,0,0
2.01e+11,6,12,30,1745,4,2,1,2,6,28,"Face au 45 - RN 152","M","0","0",450,"Samedi",280.425,78.25,0.05,0
2.01e+11,6,12,6,1800,3,1,1,2,1,317,"Josnes - Route du Viaduc","M","0","0",450,"Mercredi",281.964285714286,87,0.771428571428571,0
2.01e+11,6,12,8,1215,1,2,1,6,6,203,"rue Jean MOULIN","M","0","0",450,"Vendredi",282.3,84.125,1.025,0
2.01e+11,6,12,3,1215,1,2,1,2,1,15,"8 rue des carpes","M","48.28","2.1",450,"Dimanche",283.35,90.25,0.55,0
2.01e+11,6,12,6,1930,3,1,1,1,4,325,"","M","48.174","1.919",450,"Mercredi",281.964285714286,87,0.771428571428571,0
2.01e+11,6,12,9,700,3,1,1,1,6,333,"","M","47.959","2.051",450,"Samedi",278.4875,92.875,0.475,0
2.01e+11,6,12,21,2345,3,1,1,5,2,301,"","M","48.105","2.134",450,"Jeudi",274.4625,84.625,0,0
2.01e+11,6,12,3,2130,3,1,1,2,6,16,"","M","47.639","2.592",450,"Dimanche",283.35,90.25,0.55,0
2.01e+11,6,12,21,800,2,1,1,1,6,29,"","M","47.52","2.791",450,"Jeudi",274.4625,84.625,0,0
2.01e+11,6,12,13,1650,5,2,9,1,2,31,"enue du Maréchal Leclerc","M","0","0",450,"Mercredi",275.375,97.625,0,0
2.01e+11,6,12,21,1815,3,1,1,1,5,83,"","M","47.941","2.953",450,"Jeudi",274.4625,84.625,0,0
2.01e+11,6,12,14,1645,1,2,1,1,6,229,"Rue Tribout","M","0","0",450,"Jeudi",275.4375,97.625,0,0
2.01e+11,6,12,10,100,3,1,1,1,1,252,"CD 928","M","0","0",450,"Dimanche",275.925,97.25,0,0
2.01e+11,6,12,28,1045,1,1,9,1,6,253,"CD 928, PK 3+800","M","0","0",450,"Jeudi",270.35,96.625,0,0
2.01e+11,6,12,25,1115,1,1,1,2,1,30,"","M","48.088","2.422",450,"Lundi",272.575,92.375,0,0
2.01e+11,6,12,3,1650,2,2,1,6,6,4,"841, EUROPE (RUE DE L')","",NA,"",450,"Dimanche",283.35,90.25,0.55,0
2.01e+11,6,12,8,1545,1,2,1,1,6,208,"DE LATTRE DE TASSIGNY (R","",NA,"",450,"Vendredi",282.3,84.125,1.025,0
2.01e+11,6,12,22,2205,3,1,1,9,6,4,"RN7","",NA,"",450,"Vendredi",274.5,86.625,0,0
2.01e+11,6,12,31,1405,1,2,1,1,3,234,"PRESIDENT KENNEDY (AVENU","",NA,"",450,"Dimanche",283.175,90.5,0.05,0
2.01e+11,6,12,1,600,5,2,1,1,6,234,"SECRETAIN (AVENUE ROGER)","",NA,"",450,"Vendredi",279.2625,91,0,0
2.01e+11,6,12,1,1055,1,2,1,1,6,234,"STUART (BOULEVARD MARIE)","",NA,"",450,"Vendredi",279.2625,91,0,0
2.01e+11,6,12,1,2109,5,2,2,1,3,302,"MONTJOIE (RUE DE LA)","",NA,"",450,"Vendredi",279.2625,91,0,0
2.01e+11,6,12,1,2110,5,2,2,1,3,147,"PAUL (RUE MARCEL PAUL)","",NA,"",450,"Vendredi",279.2625,91,0,0
2.01e+11,6,12,3,1940,2,2,2,2,3,147,"PASTY (RUE ABBE PASTY)","",NA,"",450,"Dimanche",283.35,90.25,0.55,0
2.01e+11,6,12,4,1335,1,2,1,2,6,232,"219, SOURCE (RUE DE LA)","",NA,"",450,"Lundi",285.3375,88.875,0.25,0
2.01e+11,6,12,5,835,1,2,1,1,3,285,"151, DOUMER (RUE PAUL)","",NA,"",450,"Mardi",287.2625,81.125,0,0
2.01e+11,6,12,5,1220,1,2,2,1,3,234,"FAUBOURG BANNIER (RUE DU","",NA,"",450,"Mardi",287.2625,81.125,0,0
2.01e+11,6,12,5,1815,5,2,1,3,6,234,"QUEBEC (BOULEVARD DE)","",NA,"",450,"Mardi",287.2625,81.125,0,0
2.01e+11,6,12,5,2005,5,2,1,2,3,234,"29, SAINT JEAN (FAUBOURG","",NA,"",450,"Mardi",287.2625,81.125,0,0
